	unsorted	sorted
23605	[10, 20, 20, 10, 12]	[10, 10, 12, 20, 20]
23606	[2, 2, 5, 20, 24]	[2, 2, 5, 20, 24]
23607	[4, 25, 6, 8, 9]	[4, 6, 8, 9, 25]
23608	[10, 25, 18, 30, 15]	[10, 15, 18, 25, 30]
23609	[8, 12, 28, 20, 24]	[8, 12, 20, 24, 28]
23610	[12, 5, 12, 14, 32]	[5, 12, 12, 14, 32]
23611	[15, 8, 7, 24, 14]	[7, 8, 14, 15, 24]
23612	[12, 24, 20, 8, 16]	[8, 12, 16, 20, 24]
23613	[12, 15, 30, 25, 40]	[12, 15, 25, 30, 40]
23614	[2, 6, 28, 4, 12]	[2, 4, 6, 12, 28]
23615	[9, 20, 10, 12, 45]	[9, 10, 12, 20, 45]
23616	[12, 5, 10, 16, 6]	[5, 6, 10, 12, 16]
23617	[9, 3, 14, 14, 15]	[3, 9, 14, 14, 15]
23618	[20, 6, 8, 40, 24]	[6, 8, 20, 24, 40]
23619	[16, 12, 15, 24, 14]	[12, 14, 15, 16, 24]
23620	[12, 5, 9, 6, 6]	[5, 6, 6, 9, 12]
23621	[2, 30, 4, 20, 20]	[2, 4, 20, 20, 30]
23622	[10, 5, 16, 24, 45]	[5, 10, 16, 24, 45]
23623	[15, 6, 6, 20, 25]	[6, 6, 15, 20, 25]
23624	[20, 25, 12, 16, 21]	[12, 16, 20, 21, 25]
23625	[10, 12, 12, 35, 5]	[5, 10, 12, 12, 35]
23626	[2, 12, 16, 16, 9]	[2, 9, 12, 16, 16]
23627	[12, 5, 20, 6, 9]	[5, 6, 9, 12, 20]
23628	[3, 24, 7, 14, 6]	[3, 6, 7, 14, 24]
23629	[2, 3, 6, 16, 6]	[2, 3, 6, 6, 16]
23630	[4, 12, 9, 25, 36]	[4, 9, 12, 25, 36]
23631	[8, 16, 28, 28, 14]	[8, 14, 16, 28, 28]
23632	[9, 10, 7, 18, 36]	[7, 9, 10, 18, 36]
23633	[10, 8, 6, 16, 36]	[6, 8, 10, 16, 36]
23634	[20, 30, 20, 24, 6]	[6, 20, 20, 24, 30]
23635	[1, 15, 7, 30, 32]	[1, 7, 15, 30, 32]
23636	[8, 24, 35, 20, 27]	[8, 20, 24, 27, 35]
23637	[20, 5, 30, 16, 45]	[5, 16, 20, 30, 45]
23638	[12, 6, 10, 16, 30]	[6, 10, 12, 16, 30]
23639	[10, 30, 18, 16, 6]	[6, 10, 16, 18, 30]
23640	[12, 6, 15, 6, 24]	[6, 6, 12, 15, 24]
23641	[25, 4, 12, 15, 24]	[4, 12, 15, 24, 25]
23642	[16, 10, 7, 15, 8]	[7, 8, 10, 15, 16]
23643	[2, 10, 25, 6, 30]	[2, 6, 10, 25, 30]
23644	[3, 20, 12, 6, 28]	[3, 6, 12, 20, 28]
23645	[15, 2, 15, 10, 24]	[2, 10, 15, 15, 24]
23646	[6, 3, 9, 16, 27]	[3, 6, 9, 16, 27]
23647	[15, 6, 15, 40, 36]	[6, 15, 15, 36, 40]
23648	[2, 6, 12, 24, 40]	[2, 6, 12, 24, 40]
23649	[20, 12, 4, 18, 25]	[4, 12, 18, 20, 25]
23650	[12, 9, 21, 6, 15]	[6, 9, 12, 15, 21]
23651	[10, 9, 5, 20, 28]	[5, 9, 10, 20, 28]
23652	[16, 10, 6, 4, 18]	[4, 6, 10, 16, 18]
23653	[16, 9, 9, 32, 5]	[5, 9, 9, 16, 32]
23654	[6, 5, 28, 8, 10]	[5, 6, 8, 10, 28]
23655	[8, 20, 8, 30, 27]	[8, 8, 20, 27, 30]
23656	[12, 5, 16, 30, 12]	[5, 12, 12, 16, 30]
23657	[2, 12, 10, 40, 25]	[2, 10, 12, 25, 40]
23658	[5, 25, 28, 20, 30]	[5, 20, 25, 28, 30]
23659	[9, 4, 10, 15, 32]	[4, 9, 10, 15, 32]
23660	[5, 8, 21, 4, 9]	[4, 5, 8, 9, 21]
23661	[4, 6, 35, 15, 24]	[4, 6, 15, 24, 35]
23662	[10, 15, 12, 24, 6]	[6, 10, 12, 15, 24]
23663	[4, 6, 16, 5, 24]	[4, 5, 6, 16, 24]
23664	[4, 8, 10, 12, 14]	[4, 8, 10, 12, 14]
23665	[25, 6, 20, 20, 40]	[6, 20, 20, 25, 40]
23666	[8, 9, 25, 8, 40]	[8, 8, 9, 25, 40]
23667	[8, 25, 3, 35, 15]	[3, 8, 15, 25, 35]
23668	[10, 12, 28, 4, 25]	[4, 10, 12, 25, 28]
23669	[12, 15, 10, 35, 10]	[10, 10, 12, 15, 35]
23670	[8, 8, 9, 20, 12]	[8, 8, 9, 12, 20]
23671	[25, 10, 20, 28, 8]	[8, 10, 20, 25, 28]
23672	[8, 20, 5, 5, 5]	[5, 5, 5, 8, 20]
23673	[3, 5, 24, 32, 45]	[3, 5, 24, 32, 45]
23674	[16, 15, 9, 16, 24]	[9, 15, 16, 16, 24]
23675	[15, 12, 6, 8, 24]	[6, 8, 12, 15, 24]
23676	[4, 15, 3, 24, 12]	[3, 4, 12, 15, 24]
23677	[2, 6, 16, 24, 5]	[2, 5, 6, 16, 24]
23678	[6, 12, 15, 20, 32]	[6, 12, 15, 20, 32]
23679	[9, 10, 6, 5, 40]	[5, 6, 9, 10, 40]
23680	[15, 12, 28, 20, 25]	[12, 15, 20, 25, 28]
23681	[12, 5, 10, 21, 12]	[5, 10, 12, 12, 21]
23682	[3, 6, 12, 7, 18]	[3, 6, 7, 12, 18]
23683	[10, 10, 24, 30, 5]	[5, 10, 10, 24, 30]
23684	[4, 20, 4, 4, 35]	[4, 4, 4, 20, 35]
23685	[9, 16, 16, 5, 10]	[5, 9, 10, 16, 16]
23686	[15, 20, 8, 18, 27]	[8, 15, 18, 20, 27]
23687	[4, 10, 16, 4, 21]	[4, 4, 10, 16, 21]
23688	[20, 20, 10, 10, 36]	[10, 10, 20, 20, 36]
23689	[15, 15, 6, 6, 7]	[6, 6, 7, 15, 15]
23690	[3, 15, 20, 10, 32]	[3, 10, 15, 20, 32]
23691	[15, 3, 14, 8, 9]	[3, 8, 9, 14, 15]
23692	[8, 8, 7, 16, 14]	[7, 8, 8, 14, 16]
23693	[25, 15, 20, 16, 15]	[15, 15, 16, 20, 25]
23694	[8, 15, 4, 21, 24]	[4, 8, 15, 21, 24]
23695	[8, 2, 25, 8, 36]	[2, 8, 8, 25, 36]
23696	[4, 8, 21, 30, 36]	[4, 8, 21, 30, 36]
23697	[6, 24, 10, 8, 32]	[6, 8, 10, 24, 32]
23698	[8, 6, 25, 14, 36]	[6, 8, 14, 25, 36]
23699	[1, 4, 15, 28, 18]	[1, 4, 15, 18, 28]
23700	[2, 4, 12, 25, 10]	[2, 4, 10, 12, 25]
23701	[2, 8, 12, 20, 35]	[2, 8, 12, 20, 35]
23702	[16, 4, 15, 28, 5]	[4, 5, 15, 16, 28]
23703	[2, 12, 12, 14, 6]	[2, 6, 12, 12, 14]
23704	[8, 8, 28, 24, 28]	[8, 8, 24, 28, 28]
23705	[8, 4, 10, 40, 14]	[4, 8, 10, 14, 40]
23706	[20, 20, 7, 16, 10]	[7, 10, 16, 20, 20]
23707	[9, 12, 30, 16, 5]	[5, 9, 12, 16, 30]
23708	[4, 30, 6, 20, 45]	[4, 6, 20, 30, 45]
23709	[5, 12, 20, 24, 18]	[5, 12, 18, 20, 24]
23710	[1, 18, 10, 18, 15]	[1, 10, 15, 18, 18]
23711	[4, 25, 10, 20, 32]	[4, 10, 20, 25, 32]
23712	[1, 12, 3, 4, 24]	[1, 3, 4, 12, 24]
23713	[5, 6, 28, 18, 6]	[5, 6, 6, 18, 28]
23714	[4, 12, 10, 28, 30]	[4, 10, 12, 28, 30]
23715	[3, 12, 25, 30, 6]	[3, 6, 12, 25, 30]
23716	[4, 10, 6, 15, 16]	[4, 6, 10, 15, 16]
23717	[15, 2, 4, 12, 8]	[2, 4, 8, 12, 15]
23718	[3, 20, 18, 4, 14]	[3, 4, 14, 18, 20]
23719	[8, 20, 14, 20, 16]	[8, 14, 16, 20, 20]
23720	[8, 8, 6, 6, 45]	[6, 6, 8, 8, 45]
23721	[8, 12, 4, 16, 20]	[4, 8, 12, 16, 20]
23722	[5, 20, 21, 12, 8]	[5, 8, 12, 20, 21]
23723	[12, 12, 6, 20, 20]	[6, 12, 12, 20, 20]
23724	[3, 15, 8, 8, 7]	[3, 7, 8, 8, 15]
23725	[1, 20, 6, 8, 35]	[1, 6, 8, 20, 35]
23726	[25, 10, 18, 18, 6]	[6, 10, 18, 18, 25]
23727	[20, 12, 7, 12, 8]	[7, 8, 12, 12, 20]
23728	[25, 12, 12, 8, 7]	[7, 8, 12, 12, 25]
23729	[2, 12, 6, 12, 15]	[2, 6, 12, 12, 15]
23730	[6, 18, 28, 14, 20]	[6, 14, 18, 20, 28]
23731	[5, 12, 21, 5, 27]	[5, 5, 12, 21, 27]
23732	[9, 15, 25, 21, 24]	[9, 15, 21, 24, 25]
23733	[5, 20, 16, 21, 30]	[5, 16, 20, 21, 30]
23734	[8, 15, 28, 32, 18]	[8, 15, 18, 28, 32]
23735	[15, 10, 12, 21, 9]	[9, 10, 12, 15, 21]
23736	[25, 12, 10, 20, 35]	[10, 12, 20, 25, 35]
23737	[12, 12, 5, 32, 18]	[5, 12, 12, 18, 32]
23738	[5, 6, 3, 32, 14]	[3, 5, 6, 14, 32]
23739	[25, 8, 16, 25, 35]	[8, 16, 25, 25, 35]
23740	[25, 4, 10, 30, 40]	[4, 10, 25, 30, 40]
23741	[9, 18, 14, 30, 24]	[9, 14, 18, 24, 30]
23742	[4, 10, 5, 24, 7]	[4, 5, 7, 10, 24]
23743	[16, 24, 28, 35, 6]	[6, 16, 24, 28, 35]
23744	[8, 18, 8, 16, 7]	[7, 8, 8, 16, 18]
23745	[6, 8, 5, 30, 30]	[5, 6, 8, 30, 30]
23746	[4, 4, 14, 16, 7]	[4, 4, 7, 14, 16]
23747	[2, 16, 12, 16, 30]	[2, 12, 16, 16, 30]
23748	[6, 8, 28, 6, 18]	[6, 6, 8, 18, 28]
23749	[20, 30, 5, 8, 35]	[5, 8, 20, 30, 35]
23750	[2, 25, 4, 28, 24]	[2, 4, 24, 25, 28]
23751	[2, 18, 8, 12, 5]	[2, 5, 8, 12, 18]
23752	[3, 8, 12, 40, 7]	[3, 7, 8, 12, 40]
23753	[25, 10, 12, 15, 9]	[9, 10, 12, 15, 25]
23754	[15, 20, 18, 20, 18]	[15, 18, 18, 20, 20]
23755	[20, 12, 20, 30, 28]	[12, 20, 20, 28, 30]
23756	[9, 8, 5, 20, 18]	[5, 8, 9, 18, 20]
23757	[25, 20, 14, 28, 35]	[14, 20, 25, 28, 35]
23758	[8, 12, 5, 20, 16]	[5, 8, 12, 16, 20]
23759	[2, 24, 3, 15, 21]	[2, 3, 15, 21, 24]
23760	[10, 15, 20, 5, 15]	[5, 10, 15, 15, 20]
23761	[9, 20, 14, 12, 8]	[8, 9, 12, 14, 20]
23762	[10, 4, 20, 25, 10]	[4, 10, 10, 20, 25]
23763	[15, 2, 28, 12, 6]	[2, 6, 12, 15, 28]
23764	[1, 15, 6, 40, 20]	[1, 6, 15, 20, 40]
23765	[2, 24, 20, 28, 35]	[2, 20, 24, 28, 35]
23766	[12, 20, 12, 24, 27]	[12, 12, 20, 24, 27]
23767	[3, 3, 28, 30, 15]	[3, 3, 15, 28, 30]
23768	[2, 16, 20, 40, 24]	[2, 16, 20, 24, 40]
23769	[2, 20, 6, 21, 24]	[2, 6, 20, 21, 24]
23770	[5, 9, 4, 4, 20]	[4, 4, 5, 9, 20]
23771	[2, 12, 18, 21, 18]	[2, 12, 18, 18, 21]
23772	[4, 6, 14, 12, 30]	[4, 6, 12, 14, 30]
23773	[10, 12, 18, 15, 7]	[7, 10, 12, 15, 18]
23774	[5, 12, 12, 21, 32]	[5, 12, 12, 21, 32]
23775	[16, 15, 20, 8, 12]	[8, 12, 15, 16, 20]
23776	[3, 3, 4, 35, 12]	[3, 3, 4, 12, 35]
23777	[15, 15, 21, 32, 28]	[15, 15, 21, 28, 32]
23778	[4, 6, 20, 14, 14]	[4, 6, 14, 14, 20]
23779	[1, 10, 18, 16, 6]	[1, 6, 10, 16, 18]
23780	[4, 24, 20, 14, 10]	[4, 10, 14, 20, 24]
23781	[15, 15, 10, 28, 25]	[10, 15, 15, 25, 28]
23782	[16, 4, 16, 21, 24]	[4, 16, 16, 21, 24]
23783	[20, 12, 3, 12, 27]	[3, 12, 12, 20, 27]
23784	[20, 12, 20, 32, 20]	[12, 20, 20, 20, 32]
23785	[6, 9, 24, 35, 18]	[6, 9, 18, 24, 35]
23786	[4, 12, 8, 30, 16]	[4, 8, 12, 16, 30]
23787	[6, 25, 25, 24, 28]	[6, 24, 25, 25, 28]
23788	[6, 10, 3, 14, 7]	[3, 6, 7, 10, 14]
23789	[15, 15, 18, 10, 15]	[10, 15, 15, 15, 18]
23790	[10, 10, 30, 15, 9]	[9, 10, 10, 15, 30]
23791	[2, 15, 20, 7, 45]	[2, 7, 15, 20, 45]
23792	[9, 4, 4, 16, 6]	[4, 4, 6, 9, 16]
23793	[25, 15, 12, 24, 40]	[12, 15, 24, 25, 40]
23794	[20, 12, 20, 4, 24]	[4, 12, 20, 20, 24]
23795	[5, 12, 12, 20, 10]	[5, 10, 12, 12, 20]
23796	[8, 4, 15, 40, 45]	[4, 8, 15, 40, 45]
23797	[16, 4, 14, 14, 32]	[4, 14, 14, 16, 32]
23798	[25, 24, 7, 24, 9]	[7, 9, 24, 24, 25]
23799	[16, 4, 24, 7, 30]	[4, 7, 16, 24, 30]
23800	[12, 10, 6, 10, 6]	[6, 6, 10, 10, 12]
23801	[20, 8, 5, 21, 10]	[5, 8, 10, 20, 21]
23802	[6, 16, 7, 24, 7]	[6, 7, 7, 16, 24]
23803	[15, 30, 6, 28, 9]	[6, 9, 15, 28, 30]
23804	[15, 15, 14, 6, 16]	[6, 14, 15, 15, 16]
23805	[3, 20, 30, 35, 16]	[3, 16, 20, 30, 35]
23806	[10, 9, 12, 25, 20]	[9, 10, 12, 20, 25]
23807	[4, 4, 7, 20, 21]	[4, 4, 7, 20, 21]
23808	[6, 6, 25, 5, 16]	[5, 6, 6, 16, 25]
23809	[5, 20, 16, 8, 45]	[5, 8, 16, 20, 45]
23810	[2, 4, 25, 12, 28]	[2, 4, 12, 25, 28]
23811	[25, 3, 3, 8, 24]	[3, 3, 8, 24, 25]
23812	[3, 9, 15, 14, 25]	[3, 9, 14, 15, 25]
23813	[25, 9, 9, 24, 27]	[9, 9, 24, 25, 27]
23814	[16, 25, 10, 14, 7]	[7, 10, 14, 16, 25]
23815	[4, 16, 12, 25, 36]	[4, 12, 16, 25, 36]
23816	[20, 20, 18, 20, 14]	[14, 18, 20, 20, 20]
23817	[15, 15, 12, 7, 10]	[7, 10, 12, 15, 15]
23818	[15, 30, 25, 15, 9]	[9, 15, 15, 25, 30]
23819	[20, 12, 10, 6, 40]	[6, 10, 12, 20, 40]
23820	[9, 6, 12, 14, 28]	[6, 9, 12, 14, 28]
23821	[4, 4, 10, 15, 14]	[4, 4, 10, 14, 15]
23822	[8, 2, 35, 32, 14]	[2, 8, 14, 32, 35]
23823	[6, 10, 25, 7, 5]	[5, 6, 7, 10, 25]
23824	[6, 24, 35, 7, 5]	[5, 6, 7, 24, 35]
23825	[20, 4, 10, 32, 12]	[4, 10, 12, 20, 32]
23826	[12, 20, 5, 15, 28]	[5, 12, 15, 20, 28]
23827	[15, 9, 8, 32, 16]	[8, 9, 15, 16, 32]
23828	[16, 9, 30, 25, 32]	[9, 16, 25, 30, 32]
23829	[2, 9, 12, 35, 8]	[2, 8, 9, 12, 35]
23830	[15, 12, 16, 15, 9]	[9, 12, 15, 15, 16]
23831	[3, 20, 20, 7, 24]	[3, 7, 20, 20, 24]
23832	[16, 12, 9, 32, 45]	[9, 12, 16, 32, 45]
23833	[4, 16, 20, 20, 15]	[4, 15, 16, 20, 20]
23834	[9, 12, 6, 20, 40]	[6, 9, 12, 20, 40]
23835	[6, 12, 6, 35, 24]	[6, 6, 12, 24, 35]
23836	[1, 18, 28, 16, 25]	[1, 16, 18, 25, 28]
23837	[10, 5, 9, 24, 45]	[5, 9, 10, 24, 45]
23838	[9, 9, 9, 30, 27]	[9, 9, 9, 27, 30]
23839	[4, 4, 21, 16, 18]	[4, 4, 16, 18, 21]
23840	[8, 10, 24, 20, 28]	[8, 10, 20, 24, 28]
23841	[10, 5, 20, 24, 10]	[5, 10, 10, 20, 24]
23842	[3, 25, 7, 12, 24]	[3, 7, 12, 24, 25]
23843	[6, 8, 20, 21, 9]	[6, 8, 9, 20, 21]
23844	[4, 24, 4, 15, 32]	[4, 4, 15, 24, 32]
23845	[6, 16, 10, 32, 10]	[6, 10, 10, 16, 32]
23846	[3, 25, 16, 24, 40]	[3, 16, 24, 25, 40]
23847	[6, 4, 28, 10, 9]	[4, 6, 9, 10, 28]
23848	[2, 16, 21, 20, 18]	[2, 16, 18, 20, 21]
23849	[25, 6, 28, 15, 24]	[6, 15, 24, 25, 28]
23850	[25, 12, 5, 21, 6]	[5, 6, 12, 21, 25]
23851	[3, 5, 35, 7, 30]	[3, 5, 7, 30, 35]
23852	[10, 18, 3, 12, 9]	[3, 9, 10, 12, 18]
23853	[6, 20, 6, 35, 28]	[6, 6, 20, 28, 35]
23854	[4, 18, 7, 8, 8]	[4, 7, 8, 8, 18]
23855	[4, 3, 30, 10, 36]	[3, 4, 10, 30, 36]
23856	[5, 15, 18, 5, 7]	[5, 5, 7, 15, 18]
23857	[9, 12, 15, 7, 30]	[7, 9, 12, 15, 30]
23858	[1, 25, 7, 16, 28]	[1, 7, 16, 25, 28]
23859	[15, 10, 7, 20, 27]	[7, 10, 15, 20, 27]
23860	[20, 20, 3, 18, 36]	[3, 18, 20, 20, 36]
23861	[15, 20, 12, 12, 30]	[12, 12, 15, 20, 30]
23862	[3, 18, 3, 30, 24]	[3, 3, 18, 24, 30]
23863	[9, 3, 6, 5, 25]	[3, 5, 6, 9, 25]
23864	[25, 2, 15, 25, 14]	[2, 14, 15, 25, 25]
23865	[2, 12, 9, 25, 9]	[2, 9, 9, 12, 25]
23866	[3, 6, 20, 7, 35]	[3, 6, 7, 20, 35]
23867	[10, 8, 6, 20, 18]	[6, 8, 10, 18, 20]
23868	[2, 30, 25, 32, 36]	[2, 25, 30, 32, 36]
23869	[4, 18, 7, 7, 6]	[4, 6, 7, 7, 18]
23870	[6, 15, 24, 25, 5]	[5, 6, 15, 24, 25]
23871	[4, 9, 9, 25, 21]	[4, 9, 9, 21, 25]
23872	[15, 12, 30, 28, 18]	[12, 15, 18, 28, 30]
23873	[20, 10, 35, 24, 24]	[10, 20, 24, 24, 35]
23874	[6, 12, 10, 16, 14]	[6, 10, 12, 14, 16]
23875	[4, 4, 14, 7, 40]	[4, 4, 7, 14, 40]
23876	[15, 3, 6, 15, 40]	[3, 6, 15, 15, 40]
23877	[5, 12, 9, 24, 40]	[5, 9, 12, 24, 40]
23878	[4, 12, 10, 35, 5]	[4, 5, 10, 12, 35]
23879	[2, 24, 15, 18, 27]	[2, 15, 18, 24, 27]
23880	[20, 6, 12, 4, 32]	[4, 6, 12, 20, 32]
23881	[10, 15, 15, 40, 9]	[9, 10, 15, 15, 40]
23882	[4, 18, 21, 16, 25]	[4, 16, 18, 21, 25]
23883	[10, 15, 15, 18, 18]	[10, 15, 15, 18, 18]
23884	[8, 15, 30, 18, 27]	[8, 15, 18, 27, 30]
23885	[3, 3, 20, 8, 32]	[3, 3, 8, 20, 32]
23886	[10, 24, 3, 30, 15]	[3, 10, 15, 24, 30]
23887	[12, 20, 28, 16, 9]	[9, 12, 16, 20, 28]
23888	[3, 30, 16, 7, 28]	[3, 7, 16, 28, 30]
23889	[4, 6, 12, 20, 32]	[4, 6, 12, 20, 32]
23890	[3, 15, 15, 24, 14]	[3, 14, 15, 15, 24]
23891	[15, 24, 6, 20, 27]	[6, 15, 20, 24, 27]
23892	[6, 20, 12, 7, 6]	[6, 6, 7, 12, 20]
23893	[20, 20, 9, 25, 14]	[9, 14, 20, 20, 25]
23894	[1, 12, 12, 35, 15]	[1, 12, 12, 15, 35]
23895	[4, 20, 12, 16, 10]	[4, 10, 12, 16, 20]
23896	[20, 6, 24, 8, 24]	[6, 8, 20, 24, 24]
23897	[3, 6, 10, 40, 5]	[3, 5, 6, 10, 40]
23898	[10, 8, 15, 35, 24]	[8, 10, 15, 24, 35]
23899	[5, 6, 14, 21, 14]	[5, 6, 14, 14, 21]
23900	[15, 6, 35, 21, 10]	[6, 10, 15, 21, 35]
23901	[5, 3, 7, 6, 40]	[3, 5, 6, 7, 40]
23902	[2, 15, 14, 8, 20]	[2, 8, 14, 15, 20]
23903	[2, 4, 15, 8, 12]	[2, 4, 8, 12, 15]
23904	[20, 15, 20, 6, 20]	[6, 15, 20, 20, 20]
23905	[5, 18, 9, 4, 32]	[4, 5, 9, 18, 32]
23906	[20, 5, 12, 40, 35]	[5, 12, 20, 35, 40]
23907	[5, 20, 12, 35, 21]	[5, 12, 20, 21, 35]
23908	[2, 10, 25, 4, 14]	[2, 4, 10, 14, 25]
23909	[3, 30, 5, 15, 21]	[3, 5, 15, 21, 30]
23910	[10, 10, 25, 14, 28]	[10, 10, 14, 25, 28]
23911	[1, 8, 35, 6, 21]	[1, 6, 8, 21, 35]
23912	[2, 10, 28, 14, 35]	[2, 10, 14, 28, 35]
23913	[20, 24, 14, 16, 12]	[12, 14, 16, 20, 24]
23914	[10, 12, 21, 12, 24]	[10, 12, 12, 21, 24]
23915	[12, 9, 20, 12, 7]	[7, 9, 12, 12, 20]
23916	[2, 12, 18, 32, 18]	[2, 12, 18, 18, 32]
23917	[6, 10, 18, 12, 8]	[6, 8, 10, 12, 18]
23918	[16, 6, 6, 12, 6]	[6, 6, 6, 12, 16]
23919	[6, 12, 14, 14, 24]	[6, 12, 14, 14, 24]
23920	[8, 6, 7, 8, 15]	[6, 7, 8, 8, 15]
23921	[5, 3, 20, 25, 7]	[3, 5, 7, 20, 25]
23922	[5, 10, 18, 20, 14]	[5, 10, 14, 18, 20]
23923	[2, 9, 12, 28, 20]	[2, 9, 12, 20, 28]
23924	[16, 4, 9, 24, 25]	[4, 9, 16, 24, 25]
23925	[16, 12, 30, 25, 18]	[12, 16, 18, 25, 30]
23926	[12, 20, 6, 24, 6]	[6, 6, 12, 20, 24]
23927	[15, 10, 30, 16, 20]	[10, 15, 16, 20, 30]
23928	[4, 24, 8, 20, 18]	[4, 8, 18, 20, 24]
23929	[20, 6, 5, 40, 18]	[5, 6, 18, 20, 40]
23930	[25, 4, 25, 12, 12]	[4, 12, 12, 25, 25]
23931	[15, 12, 3, 24, 9]	[3, 9, 12, 15, 24]
23932	[6, 30, 3, 16, 20]	[3, 6, 16, 20, 30]
23933	[5, 4, 18, 32, 9]	[4, 5, 9, 18, 32]
23934	[20, 8, 15, 20, 36]	[8, 15, 20, 20, 36]
23935	[5, 15, 7, 21, 18]	[5, 7, 15, 18, 21]
23936	[4, 8, 14, 32, 35]	[4, 8, 14, 32, 35]
23937	[4, 20, 28, 24, 7]	[4, 7, 20, 24, 28]
23938	[5, 4, 6, 8, 7]	[4, 5, 6, 7, 8]
23939	[20, 4, 12, 14, 27]	[4, 12, 14, 20, 27]
23940	[12, 10, 16, 8, 35]	[8, 10, 12, 16, 35]
23941	[5, 10, 30, 32, 30]	[5, 10, 30, 30, 32]
23942	[12, 24, 3, 32, 12]	[3, 12, 12, 24, 32]
23943	[12, 8, 12, 40, 5]	[5, 8, 12, 12, 40]
23944	[2, 15, 6, 25, 18]	[2, 6, 15, 18, 25]
23945	[3, 20, 6, 25, 24]	[3, 6, 20, 24, 25]
23946	[2, 18, 7, 14, 9]	[2, 7, 9, 14, 18]
23947	[4, 9, 25, 24, 24]	[4, 9, 24, 24, 25]
23948	[10, 3, 18, 30, 16]	[3, 10, 16, 18, 30]
23949	[5, 20, 20, 8, 25]	[5, 8, 20, 20, 25]
23950	[4, 15, 24, 8, 14]	[4, 8, 14, 15, 24]
23951	[10, 8, 6, 35, 28]	[6, 8, 10, 28, 35]
23952	[5, 8, 21, 4, 10]	[4, 5, 8, 10, 21]
23953	[10, 2, 4, 20, 10]	[2, 4, 10, 10, 20]
23954	[4, 8, 30, 28, 7]	[4, 7, 8, 28, 30]
23955	[6, 20, 35, 8, 32]	[6, 8, 20, 32, 35]
23956	[15, 15, 20, 40, 15]	[15, 15, 15, 20, 40]
23957	[6, 10, 35, 20, 40]	[6, 10, 20, 35, 40]
23958	[4, 18, 15, 40, 7]	[4, 7, 15, 18, 40]
23959	[16, 25, 35, 5, 25]	[5, 16, 25, 25, 35]
23960	[5, 12, 25, 16, 14]	[5, 12, 14, 16, 25]
23961	[2, 25, 6, 6, 9]	[2, 6, 6, 9, 25]
23962	[16, 25, 21, 30, 7]	[7, 16, 21, 25, 30]
23963	[5, 6, 5, 12, 15]	[5, 5, 6, 12, 15]
23964	[20, 15, 20, 14, 18]	[14, 15, 18, 20, 20]
23965	[6, 12, 18, 6, 14]	[6, 6, 12, 14, 18]
23966	[5, 10, 6, 8, 18]	[5, 6, 8, 10, 18]
23967	[25, 5, 21, 21, 24]	[5, 21, 21, 24, 25]
23968	[6, 16, 12, 32, 14]	[6, 12, 14, 16, 32]
23969	[4, 12, 16, 14, 36]	[4, 12, 14, 16, 36]
23970	[2, 24, 20, 21, 7]	[2, 7, 20, 21, 24]
23971	[20, 12, 18, 24, 7]	[7, 12, 18, 20, 24]
23972	[6, 6, 3, 6, 35]	[3, 6, 6, 6, 35]
23973	[2, 6, 15, 8, 18]	[2, 6, 8, 15, 18]
23974	[4, 10, 5, 25, 9]	[4, 5, 9, 10, 25]
23975	[20, 10, 21, 24, 45]	[10, 20, 21, 24, 45]
23976	[12, 12, 18, 12, 6]	[6, 12, 12, 12, 18]
23977	[25, 24, 9, 35, 45]	[9, 24, 25, 35, 45]
23978	[9, 18, 6, 10, 35]	[6, 9, 10, 18, 35]
23979	[12, 6, 28, 7, 35]	[6, 7, 12, 28, 35]
23980	[4, 6, 9, 40, 18]	[4, 6, 9, 18, 40]
23981	[8, 16, 7, 35, 18]	[7, 8, 16, 18, 35]
23982	[4, 6, 9, 16, 14]	[4, 6, 9, 14, 16]
23983	[2, 5, 12, 4, 15]	[2, 4, 5, 12, 15]
23984	[5, 15, 12, 40, 32]	[5, 12, 15, 32, 40]
23985	[8, 6, 25, 28, 21]	[6, 8, 21, 25, 28]
23986	[8, 18, 12, 14, 25]	[8, 12, 14, 18, 25]
23987	[4, 10, 21, 8, 20]	[4, 8, 10, 20, 21]
23988	[4, 6, 21, 18, 45]	[4, 6, 18, 21, 45]
23989	[20, 25, 28, 24, 32]	[20, 24, 25, 28, 32]
23990	[16, 25, 30, 25, 36]	[16, 25, 25, 30, 36]
23991	[25, 12, 20, 14, 20]	[12, 14, 20, 20, 25]
23992	[3, 10, 20, 28, 20]	[3, 10, 20, 20, 28]
23993	[8, 16, 5, 16, 36]	[5, 8, 16, 16, 36]
23994	[4, 8, 5, 6, 9]	[4, 5, 6, 8, 9]
23995	[15, 30, 15, 16, 45]	[15, 15, 16, 30, 45]
23996	[25, 24, 21, 18, 35]	[18, 21, 24, 25, 35]
23997	[5, 6, 30, 20, 32]	[5, 6, 20, 30, 32]
23998	[16, 4, 15, 30, 35]	[4, 15, 16, 30, 35]
23999	[4, 4, 9, 10, 9]	[4, 4, 9, 9, 10]
24000	[4, 30, 8, 4, 28]	[4, 4, 8, 28, 30]
24001	[20, 18, 28, 8, 6]	[6, 8, 18, 20, 28]
24002	[15, 15, 21, 20, 8]	[8, 15, 15, 20, 21]
24003	[8, 6, 6, 30, 27]	[6, 6, 8, 27, 30]
